freq (Hz),value(value(value(value(value(value(value(spectrum "modelFiles" "ms011_ms013s_io33_v1p24_res_spe.ckt,ms011_ms013s_io33_v1p24_spe.lib:tt,ms011_ms013s_io33_rf_v1p14_spe.lib:mom_tt,ms011_ms013s_io33_v1p24_spe.lib:res_tt,ms011_ms013s_io33_v1p24_spe.lib:dio_tt") "avdd" 1.2) "avdd33" 3.3) "fin" 2734375) "tstart_fft" 9.642857e-08) "tstop" 2.661429e-06) "temperature" 60) (dB)
0.000000000,-14.94923684537216
390.6250000E3,-14.94906806677208
781.2500000E3,-103.0614512952228
1.171875000E6,-102.4163632090575
1.562500000E6,-108.4939013095511
1.953125000E6,-107.0969155257768
2.343750000E6,-20.97826848388461
2.734375000E6,-14.95753037323863
3.125000000E6,-20.97819387778476
3.515625000E6,-110.0857263644968
3.906250000E6,-108.4231751824279
4.296875000E6,-118.9197422278393
4.687500000E6,-101.8629253161918
5.078125000E6,-104.1360732864186
5.468750000E6,-96.81114371679099
5.859375000E6,-98.75390646936177
6.250000000E6,-97.93817738633052
6.640625000E6,-92.82310301855942
7.031250000E6,-101.0674914195280
7.421875000E6,-100.2462702247321
7.812500000E6,-108.6976423766871
8.203125000E6,-97.61033042461941
8.593750000E6,-98.13642237087578
8.984375000E6,-100.1386187725093
9.375000000E6,-94.83210741938078
9.765625000E6,-95.31523067727588
10.15625000E6,-105.3309864672526
10.54687500E6,-98.78572146749960
10.93750000E6,-103.3217893967355
11.32812500E6,-105.8359019372878
11.71875000E6,-101.4678818983631
12.10937500E6,-97.61474442939063
12.50000000E6,-97.62533077524672
12.89062500E6,-101.8196449126646
13.28125000E6,-99.01483214827429
13.67187500E6,-95.48145719354478
14.06250000E6,-110.4803211175749
14.45312500E6,-98.34937697106461
14.84375000E6,-99.86971687089238
15.23437500E6,-101.6097927466804
15.62500000E6,-105.7357985606740
16.01562500E6,-102.7718836911839
16.40625000E6,-101.9979141476439
16.79687500E6,-101.9100396673817
17.18750000E6,-105.8845961288536
17.57812500E6,-103.4518328433797
17.96875000E6,-116.1816271262006
18.35937500E6,-110.4703248019834
