freq (Hz),value(value(value(value(value(spectrum "modelFiles" "ms011_ms013s_io33_v1p24_res_spe.ckt,ms011_ms013s_io33_v1p24_spe.lib:tt,ms011_ms013s_io33_rf_v1p14_spe.lib:mom_tt,ms011_ms013s_io33_v1p24_spe.lib:res_tt,ms011_ms013s_io33_v1p24_spe.lib:dio_tt") "avdd" 1.2) "avdd33" 3.3) "ictr" 128) "temperature" 60) (dB)
0.000000000,-15.40296790888355
390.6250000E3,-15.40366565737321
781.2500000E3,-90.88515957619168
1.171875000E6,-81.54752008933954
1.562500000E6,-85.41459685902716
1.953125000E6,-107.0606325682587
2.343750000E6,-108.0796943777197
2.734375000E6,-102.5881917258547
3.125000000E6,-111.7611772090868
3.515625000E6,-97.06921108187277
3.906250000E6,-99.15224309890117
4.296875000E6,-93.80431983819862
4.687500000E6,-99.12787884958172
5.078125000E6,-97.85134189297956
5.468750000E6,-89.53446450795096
5.859375000E6,-88.48000394881355
6.250000000E6,-96.29097304426909
6.640625000E6,-98.52556748162613
7.031250000E6,-101.5284033825925
7.421875000E6,-92.57381333393472
7.812500000E6,-89.41815360034263
8.203125000E6,-87.74513157391834
8.593750000E6,-88.61074189532415
8.984375000E6,-93.80324148785900
9.375000000E6,-85.10265015529740
9.765625000E6,-79.04781859527310
10.15625000E6,-86.61896474146634
10.54687500E6,-94.52617233455393
10.93750000E6,-94.47771532555934
11.32812500E6,-93.91905330968902
11.71875000E6,-82.05561922044758
12.10937500E6,-76.99752517102353
12.50000000E6,-83.06626295076531
12.89062500E6,-104.5883391271595
13.28125000E6,-93.14109315682266
13.67187500E6,-95.46333642620540
14.06250000E6,-91.69943351479824
14.45312500E6,-86.47989483586124
14.84375000E6,-90.59873693576429
15.23437500E6,-95.20201418385832
15.62500000E6,-95.90844847840562
16.01562500E6,-94.34956715052834
16.40625000E6,-100.3044434718312
16.79687500E6,-101.9688382728521
17.18750000E6,-97.47775539120875
17.57812500E6,-94.36415221679493
17.96875000E6,-115.0854165623652
18.35937500E6,-96.82963080834880
18.75000000E6,-96.78568283716530
19.14062500E6,-94.00292089373484
19.53125000E6,-97.75385115208772
19.92187500E6,-95.90576784729485
20.31250000E6,-98.76482591297901
20.70312500E6,-90.29848406867532
21.09375000E6,-91.50563385512233
21.48437500E6,-89.19684492123294
21.87500000E6,-91.64352196195556
22.26562500E6,-102.1290259554392
22.65625000E6,-83.74766381235020
23.04687500E6,-77.18131040360709
23.43750000E6,-82.70929336046302
23.82812500E6,-90.75085798218088
24.21875000E6,-85.16947755627174
24.60937500E6,-89.49599573152780
25.00000000E6,-89.45455000691062
25.39062500E6,-82.59517726361102
25.78125000E6,-87.64129149315266
26.17187500E6,-96.51934764653033
26.56250000E6,-93.60703173044170
26.95312500E6,-97.05597335493552
27.34375000E6,-95.44689401725988
27.73437500E6,-90.19478110837188
28.12500000E6,-94.41909780419449
28.51562500E6,-107.2925523699153
28.90625000E6,-110.6132848841237
29.29687500E6,-100.0551882180340
29.68750000E6,-94.50208931350990
30.07812500E6,-93.79551044621957
30.46875000E6,-101.6990843196797
30.85937500E6,-110.2511579379143
31.25000000E6,-96.37102868945406
31.64062500E6,-91.63977287924820
32.03125000E6,-101.1221016434556
32.42187500E6,-96.03001496068588
32.81250000E6,-98.88945253065656
33.20312500E6,-101.6926882864480
33.59375000E6,-103.3771920560437
33.98437500E6,-94.68644162390518
34.37500000E6,-108.0752105276191
34.76562500E6,-79.92883944868484
35.15625000E6,-73.69191931500421
35.54687500E6,-79.58984962864012
35.93750000E6,-88.06484873892072
36.32812500E6,-82.00393166594129
36.71875000E6,-85.46507178952500
37.10937500E6,-94.83256213360640
37.50000000E6,-129.5587078879201
37.89062500E6,-104.8703291503800
38.28125000E6,-97.27584521331586
38.67187500E6,-93.14741517574942
39.06250000E6,-98.15094583273817
39.45312500E6,-102.1777554221745
39.84375000E6,-99.50345146753241
40.23437500E6,-104.8420741510897
40.62500000E6,-96.52930443061834
41.01562500E6,-88.60880709236837
41.40625000E6,-91.52424754059417
41.79687500E6,-100.5312504857612
42.18750000E6,-91.72117730588479
42.57812500E6,-88.97966546820794
42.96875000E6,-97.04438550602021
43.35937500E6,-109.5735555123683
43.75000000E6,-101.6774583685978
44.14062500E6,-98.77545825088148
44.53125000E6,-98.38813752911727
44.92187500E6,-90.96410103271128
45.31250000E6,-99.48397683038399
45.70312500E6,-101.7944672007171
46.09375000E6,-92.72020969997972
46.48437500E6,-97.72438265772436
46.87500000E6,-93.73567540462786
47.26562500E6,-87.48206546801936
47.65625000E6,-94.41991636707689
48.04687500E6,-107.4907812239707
48.43750000E6,-99.05617749302112
48.82812500E6,-102.4033284431634
49.21875000E6,-93.19939494887213
49.60937500E6,-85.40105114043800
50.00000000E6,-90.12862010085404
50.39062500E6,-112.3113458322756
50.78125000E6,-91.48714187664740
51.17187500E6,-92.87418808855156
51.56250000E6,-99.69794002252956
51.95312500E6,-109.6386110233048
52.34375000E6,-98.50176920487880
52.73437500E6,-94.85490028491556
53.12500000E6,-109.7218664042351
53.51562500E6,-96.68443754092472
53.90625000E6,-93.54025076719086
54.29687500E6,-92.36761247773021
54.68750000E6,-95.25721975366010
